Here's the output grid for the last given input:

[7, 4, 4, 0, 4, 0, 0, 6, 1, 1, 1, 1, 1, 6, 0, 5]
[1, 1, 3, 3, 4, 0, 3, 8, 5, 3, 4, 5, 1, 8, 2, 8]
[8, 1, 4, 8, 8, 5, 1, 9, 1, 1, 1, 5, 5, 8, 5, 8]
[0, 2, 6, 1, 1, 1, 1, 3, 1, 1, 1, 8, 0, 4, 0, 8]
[8, 1, 2, 8, 1, 7, 1, 1, 1, 9, 1, 7, 3, 0, 3, 6]
[0, 0, 0, 0, 0, 0, 5, 3, 1, 6, 1, 6, 1, 4, 5, 7]
[6, 6, 0, 0, 3, 1, 0, 0, 2, 5, 0, 0, 0, 3, 4, 5]
[7, 0, 7, 8, 0, 1, 0, 0, 0, 9, 0, 7, 3, 0, 3, 0]
[0, 6, 0, 0, 5, 6, 6, 5, 9, 8, 3, 9, 1, 7, 1, 2]
[7, 5, 0, 0, 0, 8, 0, 6, 9, 0, 0, 7, 1, 0, 0, 0]
[6, 5, 3, 4, 3, 0, 6, 9, 4, 1, 8, 9, 2, 8, 7, 7]
[8, 6, 8, 6, 3, 2, 7, 3, 0, 2, 0, 0, 2, 1, 0, 0]
[9, 0, 0, 0, 6, 1, 8, 0, 3, 3, 0, 2, 0, 2, 1, 4]
[0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 4, 4, 5, 6]
[0, 5, 0, 8, 3, 2, 1, 0, 5, 9, 1, 8, 7, 0, 2, 7]
[0, 9, 0, 1, 8, 6, 0, 9, 9, 8, 1, 9, 0, 0, 3, 0]
