Case 3:
Input:
  [0, 1, 0, 1, 0, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 0, 1, 0, 1, 0, 1, 0, 1, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 1, 0, 1, 0, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 1, 0, 1, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 0, 0, 1, 0, 1, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

Output:
  [0, 1, 2, 1, 1, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 1, 2, 1, 1, 0, 1, 1, 1, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 1, 2, 1, 1, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 1, 0, 1, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 0, 0, 1, 0, 1, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

The output of the last input is:
  [0, 1, 2, 1, 1, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 1, 2, 1, 1, 0, 1, 1, 1, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 1, 2, 1, 1, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 1, 0, 1, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 0, 0, 1, 0, 1, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
