Case 2:
Input:
  [0, 4, 4, 4, 0, 0, 0, 0, 0, 0]
  [0, 1, 4, 4, 0, 0, 5, 5, 5, 0]
  [0, 1, 4, 1, 0, 0, 5, 5, 5, 0]
  [0, 1, 1, 1, 0, 0, 5, 5, 5, 0]
  [0, 0, 0, 0, 0, 0, 5, 5, 5, 0]
  [0, 0, 5, 5, 5, 0, 0, 0, 0, 0]
  [0, 0, 5, 5, 5, 0, 0, 5, 5, 5]
  [0, 0, 5, 5, 5, 0, 0, 5, 5, 5]
  [0, 0, 5, 5, 5, 0, 0, 5, 5, 5]
  [0, 0, 0, 0, 0, 0, 0, 5, 5, 5]

Output:
  [0, 4, 4, 4, 0, 0, 0, 0, 0, 0]
  [0, 1, 4, 4, 0, 0, 0, 0, 0, 0]
  [0, 1, 4, 1, 0, 0, 0, 0, 0, 0]
  [0, 1, 1, 1, 0, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 5, 5, 5, 0]
  [0, 0, 0, 0, 0, 0, 5, 5, 5, 0]
  [0, 0, 0, 0, 0, 0, 5, 5, 5, 0]
  [0, 0, 0, 0, 0, 0, 5, 5, 5, 0]
  [0, 0, 0, 0, 0, 0, 0, 5, 5, 5]
