Case 2:
Input:
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 2, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 8, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

Output:
  [2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
  [2, 0, 0, 0, 0, 0, 0, 0, 0, 2]
  [2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
  [2, 0, 0, 0, 0, 0, 0, 0, 0, 2]
  [2, 0, 0, 0, 0, 0, 0, 0, 0, 2]
  [8, 0, 0, 0, 0, 0, 0, 0, 0, 8]
  [8, 0, 0, 0, 0, 0, 0, 0, 0, 8]
  [8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
  [8, 0, 0, 0, 0, 0, 0, 0, 0, 8]
  [8, 8, 8, 8, 8, 8, 8, 8, 8, 8]

The output of the last input grid is:

  [2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
  [2, 0, 0, 0, 0, 0, 0, 0, 0, 2]
  [2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
  [2, 0, 0, 0, 0, 0, 0, 0, 0, 2]
  [2, 0, 0, 0, 0, 0, 0, 0, 0, 2]
  [8, 0, 0, 0, 0, 0, 0, 0, 0, 8]
  [8, 0, 0, 0, 0, 0, 0, 0, 0, 8]
  [8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
  [8, 0, 0, 0, 0, 0, 0, 0, 0, 8]
  [8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
