Here's the output for the last input grid in the sequence:

[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 4, 4, 2, 0, 0, 0, 0, 0, 4, 4, 0]
[0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 4, 4, 0]
[0, 4, 3, 0, 4, 0, 0, 0, 0, 4, 0, 4, 0]
[0, 0, 4, 4, 1, 0, 0, 0, 0, 4, 4, 2, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 4, 4, 0, 0, 0, 0, 2, 4, 4, 0, 0, 0]
[0, 4, 0, 4, 0, 0, 0, 4, 0, 4, 0, 0, 0]
[0, 2, 4, 4, 0, 0, 0, 4, 4, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
