Here's the output grid for the last given input:

  [0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
  [0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1]
  [0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]
  [0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1]
  [0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]
  [0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]
  [0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]
  [0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
