Here's the output for the last input grid:

  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
  [0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0]
  [0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
  [0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
  [0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
  [0, 6, 0, 0, 0, 7, 0, 0, 0, 0, 6, 0]
  [0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
  [0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
  [0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
  [0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
  [0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]
  [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
